Location,Latitude,Longitude,Vegetation_Type,Biodiversity_Index,Protected_Area,Elevation_m,Slope_Degree,Soil_Type,Air_Quality_Index,Average_Temperature_C,Flood_Risk,Tourist_Attractions,Accessibility_Score,Tourist_Capacity_Limit,Climate_Risk_Score
Site 1245,40.440959637719956,-77.01512084110902,Mountain,0.547466004782809,True,851,34,Clay,63,2.5988651916367225,Moderate,6,8,378,0.5030361549240976
Site 1246,35.048812865256615,-87.52986586209973,Mountain,0.6594259044682912,False,1267,19,Rocky,63,12.703455395452998,Low,2,1,981,0.5926862229857747
Site 1247,15.249795107295503,-118.3248865371428,Mountain,0.9964072311277693,False,844,23,Rocky,69,1.9100307797583262,High,1,1,571,0.2799998837669078
Site 1248,11.301047179650077,-74.1805612240835,Mountain,0.8392133335043684,True,666,46,Sandy,54,27.200947886806063,Moderate,8,6,910,0.6122428292259107
Site 1249,46.83391391262747,-79.59220665395381,Wetland,0.8650375833016646,False,1753,20,Sandy,36,19.167249260019382,Low,3,7,949,0.4135453686869056
Site 1250,34.66601258082952,-123.97049599156746,Wetland,0.6064586428021528,True,958,25,Clay,24,4.766810302547624,Low,7,8,134,0.1888590531482671
Site 1251,41.86149163904705,-97.53331227279367,Grassland,0.5393910355019571,False,988,19,Clay,113,-1.5749233178815523,Low,4,8,918,0.9518166022137791
Site 1252,29.260894060502004,-117.82158203347375,Forest,0.6384508448704689,False,796,5,Rocky,22,-4.4877446959823075,Low,3,3,51,0.17351585689904903
Site 1253,14.69232755849578,-106.37660680009196,Mountain,0.624449192596596,True,1685,2,Clay,135,20.496747359131675,High,9,4,256,0.7100910373434994
Site 1254,15.007431688102017,-128.73432354560202,Grassland,0.6172720503740265,True,1864,9,Loam,16,8.12147029455415,High,6,9,461,0.9173738376350262
Site 1255,37.422611489158854,-101.97690921124692,Grassland,0.5963771609435198,False,87,11,Sandy,94,-0.7214648443274854,Low,6,5,650,0.2612841888007394
Site 1256,27.212235795978508,-91.50861551906527,Grassland,0.7873778453277022,True,1641,32,Rocky,89,26.785042848897326,Moderate,6,9,971,0.3134058995161194
Site 1257,18.02098906801347,-86.62921850210392,Mountain,0.6640517379209109,False,2962,21,Rocky,74,5.603855861281,High,3,5,170,0.4840360886281704
Site 1258,29.663781869657477,-83.55567584099029,Mountain,0.9101725075237652,True,1317,15,Loam,61,11.739708607553432,Moderate,6,5,506,0.36505897136748744
Site 1259,12.568357483005364,-71.4596080828278,Grassland,0.591973708923692,False,2142,16,Clay,10,24.31196737096313,Moderate,4,9,591,0.783129825763484
Site 1260,33.27885607657595,-114.9175964906989,Mountain,0.7323135354342722,False,3324,9,Clay,120,23.335002537499427,High,2,6,58,0.40433803795591305
Site 1261,20.75973617740391,-121.56627242930725,Grassland,0.50682891821304,False,550,11,Sandy,55,15.518145269017019,Moderate,3,3,690,0.9872519863767412
Site 1262,41.90236402548753,-70.3923979671452,Wetland,0.740841161227596,True,2446,18,Loam,52,25.544951322843453,High,4,5,361,0.8729085092589727
Site 1263,22.41447835694295,-119.0371029575145,Mountain,0.5279191104382372,True,2814,39,Rocky,84,28.083926457712266,High,1,1,873,0.9058097204059093
Site 1264,28.20880596327205,-61.76679430646632,Wetland,0.9888617559363218,True,1077,22,Loam,27,27.40456538467558,Moderate,7,9,253,0.15729785674072555
Site 1265,10.464821596324025,-71.02232394209541,Forest,0.8952960643252064,True,1951,39,Rocky,85,3.960293425735797,Moderate,5,7,878,0.25867761348617574
Site 1266,12.897875511782356,-94.93863758772807,Mountain,0.7450557383182277,False,2290,9,Loam,114,5.886843848151614,Low,9,1,862,0.25243156622694934
Site 1267,25.699742256267392,-61.30050025545823,Forest,0.5432936790896752,True,1133,9,Clay,45,-0.3798454007473282,High,6,4,549,0.7047681833580796
Site 1268,29.19755338868494,-123.18362896243971,Grassland,0.7962227203952071,True,3837,49,Rocky,17,23.473193743766466,Moderate,8,2,958,0.11072023675765058
Site 1269,34.00082192477215,-108.78539671774288,Mountain,0.8793818753509388,True,623,9,Sandy,22,-5.127015763580105,High,9,3,959,0.8257835799784019
Site 1270,21.66650314837213,-85.32429094715721,Mountain,0.5953586265023727,False,3757,38,Loam,98,4.2033348067579865,Low,6,4,699,0.5923414165828188
Site 1271,37.7992754450617,-105.4995192068775,Mountain,0.7841041703937455,True,700,29,Clay,28,-9.610672131683199,Low,7,2,194,0.6096817284286542
Site 1272,44.40489588756818,-65.01392136134457,Forest,0.907105449191434,True,3292,3,Rocky,51,13.785849744956344,Low,6,1,450,0.5836027800169106
Site 1273,41.194039555733994,-125.40617382755278,Forest,0.8841238888231582,False,3832,0,Clay,109,16.33537227796858,Low,6,4,976,0.581811300750945
Site 1274,11.584753013934286,-91.54117175573248,Grassland,0.9014960089335764,False,2611,42,Loam,105,-0.0404999653798086,Low,2,9,735,0.27809746717019523
Site 1275,29.220277890313156,-88.63936128234198,Wetland,0.9396617124348599,False,161,18,Sandy,45,19.469226091959403,Low,5,9,610,0.35486174963712835
Site 1276,14.197207136726995,-84.30903133559431,Wetland,0.9688410510797352,False,1992,4,Sandy,0,5.261471516801883,Low,6,9,804,0.5388557120501279
Site 1277,19.681800634501098,-112.103364366773,Forest,0.702760577601768,False,2082,29,Loam,143,2.468443138052825,Low,5,3,651,0.7100600477702016
Site 1278,49.46650373068586,-104.48035007360949,Mountain,0.7843845512614387,False,3013,25,Rocky,24,28.24661693110142,High,4,1,532,0.3447583840165913
Site 1279,15.69982171606053,-70.94236292345157,Wetland,0.8953297630228054,False,36,39,Clay,61,13.547698577444372,Moderate,6,1,149,0.8255214324977562
Site 1280,29.955526138054243,-116.35400617208882,Wetland,0.8485699069728916,True,845,33,Clay,81,0.09277583457972582,High,6,3,252,0.8295338510029262
Site 1281,34.72622937272476,-72.11925069786466,Forest,0.9977601141321895,False,2876,1,Rocky,79,29.329686074067737,High,8,8,257,0.3464914664404141
Site 1282,38.098598821764156,-90.61412039680803,Grassland,0.5068388255523221,False,2670,23,Loam,143,5.501985533474322,Moderate,8,4,654,0.6040582124986926
Site 1283,32.385947339476566,-76.64687421641426,Forest,0.6775666076578953,False,3441,13,Clay,90,15.913191370285723,Moderate,1,8,798,0.4140305690806564
Site 1284,10.390833896767347,-80.047484361557,Forest,0.6405139631351012,False,1200,40,Clay,120,18.954156586967574,Low,2,7,835,0.27161716189362994
Site 1285,23.058452329759675,-115.47419532305847,Mountain,0.6311579250827672,False,2568,41,Loam,52,6.891832812125166,Moderate,1,8,316,0.8253999602162635
Site 1286,30.708465735388458,-90.18310844962889,Forest,0.6112648912494429,True,3346,12,Clay,43,11.436671407397434,High,7,2,762,0.9923330964758806
Site 1287,13.514659965793335,-69.25937930364353,Mountain,0.8545619204076145,True,3704,28,Rocky,31,-0.40872285433504274,Low,8,8,555,0.6091472603731224
Site 1288,24.025077248367232,-99.75186342386495,Grassland,0.5423797366376609,True,104,0,Rocky,22,8.632870230666061,High,3,9,299,0.9225520343737238
Site 1289,11.328124351654662,-62.338646084367824,Mountain,0.8708044169716691,True,2203,45,Loam,147,2.432003520535817,Moderate,3,6,488,0.6779519267903217
Site 1290,13.14313988620083,-98.34494299287974,Grassland,0.8467129210081368,True,335,33,Loam,18,11.898317321154192,High,7,3,657,0.6091513314207908
Site 1291,25.87693104806384,-120.00500543324807,Grassland,0.6254020662504483,True,3097,3,Rocky,28,16.795613577121205,High,8,7,787,0.532130392042695
Site 1292,15.308630161722414,-102.73957239456287,Grassland,0.6264168915825806,True,1957,27,Loam,145,14.560208034413318,Low,6,9,436,0.3121434700240047
Site 1293,32.70163393046232,-63.3808315526624,Forest,0.8144302926722511,False,2343,18,Rocky,68,21.06867042435537,Low,8,8,511,0.17582974415419164
Site 1294,37.578598765490625,-107.6195405462102,Mountain,0.8810855527418389,False,1560,0,Rocky,139,-8.338798832744626,High,2,8,545,0.4981023262151587
Site 1295,42.02346796436331,-69.2331288093056,Wetland,0.9382428065436828,False,3426,35,Rocky,9,-6.856129557693502,Moderate,7,7,665,0.6051789221939715
Site 1296,18.006009769792403,-68.31245228226771,Forest,0.9260697819272379,False,885,42,Clay,110,-1.7874357482181722,Low,5,5,705,0.5585046888001818
Site 1297,16.699303290362792,-105.48694329676272,Grassland,0.9824414970819266,False,68,12,Loam,36,29.432101342124156,High,6,2,186,0.7260135718681113
Site 1298,14.18271361337601,-124.17196393645575,Wetland,0.7906924476682555,False,1350,49,Clay,80,22.010722109799154,Low,7,5,629,0.27288890521078646
Site 1299,35.457209981745464,-79.28094635888272,Forest,0.9543277806701798,True,150,41,Loam,95,26.96484068991486,Low,9,5,222,0.41878268102184846
Site 1300,38.25902905947605,-108.19413906902098,Wetland,0.9042566366302054,False,2904,4,Sandy,54,0.8836140615516683,Moderate,7,2,51,0.4740105441612398
Site 1301,11.263445793025681,-75.19534700196994,Grassland,0.9473338121570067,False,2624,32,Clay,131,12.954259833642794,High,1,1,168,0.2678709750204808
Site 1302,47.448489849747595,-99.01416062176969,Wetland,0.5058133006426833,False,661,13,Clay,127,12.19539185024589,High,5,5,906,0.9158177923049146
Site 1303,12.078851346058897,-96.03132803601649,Wetland,0.9829514959329055,True,1343,15,Clay,62,12.780758046250963,High,4,6,547,0.7133603116716256
Site 1304,31.65185341204282,-75.54634152760242,Grassland,0.7367650814232392,True,756,31,Sandy,11,18.702677634783335,High,8,7,169,0.1826761117081311
Site 1305,38.36242077803666,-103.23456682568604,Wetland,0.8990914947874215,True,2499,49,Loam,145,5.759201254573721,High,7,2,839,0.7415182358804703
Site 1306,44.83876494984342,-98.98108582739599,Forest,0.5636020596688904,False,2617,26,Sandy,7,17.088414407725235,Low,4,6,426,0.5930088454184456
Site 1307,38.56347728529711,-103.66666718612645,Wetland,0.6979705479069871,False,3739,34,Loam,31,21.537481765107756,Low,3,8,994,0.5715464201138373
Site 1308,42.069123322791675,-104.2861639305904,Mountain,0.6357303315104954,False,3183,2,Loam,48,1.5629294399309224,Low,6,6,198,0.9908071975967327
Site 1309,23.57800770171224,-93.18373961689784,Forest,0.6458293852504685,True,2682,3,Loam,103,27.82972796219954,Low,8,3,891,0.6563807390580209
Site 1310,42.59300454986049,-73.38403888491945,Wetland,0.5616278099754408,True,1485,6,Loam,86,10.721920588103153,Moderate,3,3,904,0.9070553736966824
Site 1311,13.204593855387007,-104.6762181654204,Mountain,0.9028819162715035,False,3936,12,Loam,98,19.310508150976506,Moderate,5,7,268,0.9221940460955116
Site 1312,45.792666242421106,-93.30216956235843,Mountain,0.504621157290539,True,1987,40,Sandy,49,19.15699600744297,High,1,2,232,0.19127676856676518
Site 1313,31.90369504614945,-83.04908721901793,Mountain,0.6562527284926012,False,2409,2,Clay,95,12.609732763509967,Moderate,8,3,565,0.1075260307416129
Site 1314,42.69191079849975,-111.13923875874414,Wetland,0.5872052716082075,True,202,16,Sandy,62,2.907347786015393,Low,7,7,619,0.4917402184588546
Site 1315,28.092731380732005,-110.57340365683253,Grassland,0.7945194703041702,True,2534,46,Clay,65,16.67757847836529,Low,8,9,247,0.7923564829369203
Site 1316,35.743107807860994,-64.66108110835816,Mountain,0.6271262013072719,True,1503,9,Clay,102,-6.5086050669814055,Low,2,1,423,0.8417763597974787
Site 1317,31.056106437444527,-79.35257986682379,Grassland,0.6294992272640498,False,3,46,Rocky,45,29.257415508543808,Low,7,5,492,0.8087446419705113
Site 1318,39.263580870213275,-89.59693266436838,Forest,0.7441690719976594,True,1152,0,Clay,142,-2.640109548557441,Low,4,2,75,0.5025591626627794
Site 1319,13.265199281223584,-84.65959619055715,Grassland,0.8263445196704629,False,3097,27,Sandy,15,1.017047440104676,High,2,5,507,0.7749677066828717
Site 1320,12.414083359622552,-127.94903898276071,Grassland,0.5606523522825818,False,2848,9,Rocky,119,28.17756546239223,High,9,6,162,0.7468988720735618
Site 1321,19.884129360405858,-86.73279241068121,Grassland,0.5877557262327481,False,976,6,Loam,89,-2.5383449033591843,Low,5,8,758,0.38243732586832335
Site 1322,16.381787204527534,-94.33437887430587,Grassland,0.6235873722972588,True,26,38,Loam,71,-3.1962920660525285,High,7,7,984,0.25184850421499094
Site 1323,44.87134266368807,-91.7975224154395,Grassland,0.9868741070589803,True,1065,2,Clay,15,22.181439194486387,Moderate,4,5,278,0.659276845499796
Site 1324,18.76855949432177,-104.8403321218428,Forest,0.6985762499714602,True,964,6,Loam,84,0.05152685920887912,Moderate,4,5,409,0.7093777529638763
Site 1325,49.03461023276525,-124.29682716009407,Forest,0.7994950453155132,False,3654,8,Loam,38,-6.210936479454912,Low,3,2,434,0.6111736217811171
Site 1326,23.475831670844272,-116.46625364715635,Grassland,0.620771406357989,True,2111,39,Rocky,138,-0.934278887535914,High,1,6,490,0.2918615918419418
Site 1327,17.284716627547972,-63.447870075112974,Grassland,0.745229762578744,True,3096,34,Sandy,35,25.53494342852793,Low,2,3,147,0.3490059883199102
Site 1328,41.58794028569916,-101.39103064103462,Mountain,0.5370595871929791,False,71,25,Loam,17,1.2127674181621995,High,9,6,353,0.7376376443134055
Site 1329,36.34831102003504,-97.3321790918395,Forest,0.5173710729611635,False,1505,4,Loam,76,17.802420656681225,Low,1,3,761,0.9663601276334972
Site 1330,29.92782865812556,-126.31031471025928,Wetland,0.73436676341073,False,1896,12,Sandy,48,5.805569179179013,Low,5,2,70,0.9503520414002959
Site 1331,32.214542037505254,-127.37036393192136,Forest,0.699329643759206,True,2947,44,Rocky,102,0.48475068407003974,Low,2,8,976,0.5676923317755636
Site 1332,38.768071130890554,-79.79729870672696,Wetland,0.5684401598459139,True,2315,29,Rocky,43,-4.238103713892936,Moderate,4,4,747,0.8979035272889215
Site 1333,19.13818965325195,-92.33337351152221,Mountain,0.8438007144603669,False,3897,39,Loam,108,28.88766914218013,High,7,5,224,0.1265060802747999
Site 1334,49.853356642269674,-94.39058110486133,Grassland,0.9964517454496322,True,2142,49,Clay,128,10.844621770710074,High,5,9,328,0.8750369094379077
Site 1335,48.991726485871325,-112.9812828704132,Mountain,0.6978234105983563,False,394,38,Sandy,6,-5.409800272393461,Moderate,1,4,257,0.5285357410912539
Site 1336,36.01302745387748,-77.86744878590545,Grassland,0.8122793179586972,True,868,9,Rocky,47,-2.04744095679815,Moderate,3,1,652,0.8033746014174863
Site 1337,17.981698037165806,-118.22343946240557,Forest,0.9814879711822428,False,2411,41,Loam,111,6.291883108680032,High,9,6,824,0.10502461862868862
Site 1338,37.209129697251655,-116.70456794372859,Grassland,0.9157674862234376,True,3386,22,Rocky,143,11.766821064601078,High,1,5,433,0.8817047059321034
Site 1339,12.887936359167034,-97.75014800562072,Wetland,0.7317761116513428,False,116,10,Loam,47,-2.7281280704126365,Low,4,3,354,0.6354816601427871
Site 1340,11.226100088232243,-109.96040965216415,Wetland,0.8687447422299597,False,2211,11,Sandy,50,1.109134311096085,Low,5,5,777,0.3162073584269943
Site 1341,20.30731554044855,-112.67759131367976,Mountain,0.5640675201252621,False,2924,12,Clay,106,21.348253004662652,High,3,8,814,0.4127347489919504
Site 1342,28.504918269572652,-84.83336488126679,Forest,0.7560519277318996,True,2837,39,Sandy,65,6.6992639954833635,High,3,1,404,0.2805994782381085
Site 1343,44.73090021633522,-84.43197783470188,Wetland,0.6395301385899683,True,576,48,Rocky,30,-9.943905286891109,Low,1,4,80,0.4819651820612949
Site 1344,39.08676279065232,-72.28380511400496,Mountain,0.5805818439480805,True,2353,45,Rocky,38,-7.842388463741727,Moderate,6,3,174,0.397005428152471
Site 1345,39.70826084799924,-100.76040031189169,Forest,0.7131404531272674,False,771,48,Rocky,8,7.573137850922475,High,4,4,480,0.5810528593468102
Site 1346,27.019733377923014,-124.88404362816948,Forest,0.5655072772168073,False,3811,15,Clay,40,-7.595290496606473,High,8,2,910,0.8333059977036349
Site 1347,23.837399701878518,-110.84335305549797,Mountain,0.8494925540872428,False,199,8,Sandy,62,-3.0438235275290104,Moderate,6,2,757,0.9840477386628673
Site 1348,24.841550519384107,-61.39961757622281,Wetland,0.7281200220266677,False,1755,9,Loam,13,19.115057706563093,Moderate,3,2,340,0.3263118766544548
Site 1349,49.505982549442315,-88.26189973371086,Wetland,0.7655723162823319,False,179,28,Sandy,57,9.215352988862833,Moderate,7,3,508,0.19585743642353998
Site 1350,11.6043676564993,-80.31840406392858,Mountain,0.5731879693340785,False,2405,8,Sandy,87,9.29847732650358,High,3,9,83,0.45610052491235353
Site 1351,44.681259844897944,-129.484951926221,Wetland,0.5698858305467472,False,2787,32,Clay,96,13.928723673256414,High,9,5,792,0.2291988485359428
Site 1352,33.14701634289574,-93.72559874722354,Mountain,0.791707717630062,False,3323,23,Sandy,97,21.540746726041267,High,8,4,576,0.8508161818759188
Site 1353,27.54461676758362,-127.37299397277378,Wetland,0.9925048739147231,False,3370,34,Rocky,131,-3.6565619567451613,Low,3,4,895,0.5510123915827275
Site 1354,39.01030641660546,-90.15388515359865,Wetland,0.5481252916188628,True,2043,10,Clay,131,-3.0780962554037794,Moderate,2,3,390,0.6579661441677824
Site 1355,29.466757656988115,-65.54604052547472,Mountain,0.6428657142828906,False,1896,38,Rocky,69,-5.14384599097248,Moderate,3,9,888,0.2355512988487544
Site 1356,44.93692952326642,-62.210660864971445,Mountain,0.9347295582689438,True,2477,49,Rocky,85,27.473171089793745,Low,4,1,386,0.7746479342529099
Site 1357,46.02807456045034,-92.1613127227753,Wetland,0.5361360061276185,False,3075,12,Sandy,3,13.091608945465794,Low,3,6,219,0.9762236307414643
Site 1358,26.868837074938217,-97.92566363234488,Mountain,0.9379428606834757,True,652,22,Loam,49,-6.294383081834649,Low,9,4,195,0.5341467263430376
Site 1359,21.073111889402064,-63.84880340260543,Wetland,0.7621429916873756,False,677,24,Sandy,4,-1.174177563934876,Low,2,8,767,0.966211574311579
Site 1360,33.69401314373449,-82.84731176023135,Grassland,0.7041333869632129,True,2301,49,Loam,74,19.023601996513825,Moderate,8,7,599,0.131244484457224
Site 1361,46.49453382466764,-125.45705043231133,Forest,0.654840282175728,False,2988,15,Clay,44,-8.840332847298216,Low,7,3,369,0.1321504424329199
Site 1362,18.42648756022666,-97.39920956327518,Forest,0.648558579063921,False,1688,47,Clay,116,19.026222319478933,Low,1,5,78,0.9640116196834523
Site 1363,34.91866334253931,-113.18284870749872,Wetland,0.6529012912247394,False,1602,20,Clay,26,26.45857672770908,Moderate,6,4,423,0.7302390376879251
Site 1364,35.26240880370082,-97.11369749859229,Forest,0.9424015404800978,True,3638,9,Rocky,129,-7.744729369144512,Moderate,6,4,420,0.2698207543216043
Site 1365,39.32452089661124,-98.11740995955468,Wetland,0.8618976150873927,False,1119,40,Rocky,117,-2.543182169657654,Moderate,9,8,59,0.4274873191833124
Site 1366,15.262707405090392,-89.24986380296806,Mountain,0.8348615039155753,True,2214,39,Clay,103,-9.904855935457174,Moderate,8,9,834,0.5569777611353555
